HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
6,7,13.6,3.9,6.4,10.6,2.2,0.2,0.5,1.2,0.8,0.5,-7.0,3.0,0.9,1.6,20.0,0.4,0.0,9.6,3.6,3.9,13.7,2.3,0.1,1.0,1.6,0.8,2.3,-6.0,-15.0,0.9,0.3,20.0,0.0,1.0,73,73,72,72.67,75,74,74,74.33,2.25,3.3,3.6,D
3,10,10.4,3.4,3.7,10.8,1.1,0.1,0.9,1.5,0.7,1.2,-6.0,-5.0,0.8,0.9,20.0,0.2,0.0,9.6,3.3,3.8,9.9,2.0,0.0,0.5,1.0,0.7,0.9,-5.0,-2.0,0.9,1.3,20.0,30.0,0.0,75,75,74,74.67,76,76,75,75.67,2.2,3.2,3.89,D
3,3,15.2,5.5,5.6,10.2,2.0,0.0,1.8,1.0,1.2,1.3,8.0,-1.0,1.9,1.7,50.0,0.5,2.0,10.1,3.2,4.8,11.5,1.1,0.1,0.5,1.8,1.3,1.3,-13.0,0.0,0.5,1.1,10.0,30.0,0.0,81,83,82,82.0,74,75,75,74.67,1.3,5.5,9.5,D
10,10,15.0,4.7,7.1,11.0,1.4,0.2,2.4,1.3,2.6,0.9,11.0,17.0,2.3,2.5,70.0,0.8,4.0,12.2,4.5,5.1,12.9,2.1,0.1,1.1,2.1,0.6,1.9,-10.0,-13.0,0.8,0.6,20.0,20.0,0.0,76,76,76,76.0,74,74,77,75.0,1.8,3.75,5.0,D
4,9,16.4,4.7,5.9,9.1,1.3,0.0,1.7,1.3,1.9,0.3,4.0,16.0,1.9,2.3,60.0,0.7,0.0,11.0,3.6,5.6,9.4,1.6,0.0,1.7,1.5,1.3,1.7,2.0,-4.0,1.6,1.1,50.0,30.0,3.0,82,83,85,83.33,76,75,77,76.0,1.25,6.25,15.0,D
10,10,10.7,3.7,5.0,12.1,2.0,0.1,0.7,1.1,0.7,1.1,-4.0,-4.0,0.9,1.1,20.0,0.3,0.0,12.0,4.4,4.4,10.6,1.5,0.0,1.2,1.6,0.9,1.1,-4.0,-2.0,1.0,1.2,20.0,30.0,0.0,75,74,74,74.33,71,74,74,73.0,2.3,3.3,3.5,D
10,10,9.9,4.1,4.5,8.1,0.8,0.2,0.8,1.6,1.6,1.5,-8.0,1.0,0.9,1.1,20.0,0.3,1.0,19.1,6.4,7.0,10.1,1.6,0.0,2.0,1.3,1.9,1.2,7.0,7.0,1.6,1.8,40.0,50.0,0.0,80,78,78,78.67,79,78,82,79.67,3.2,3.4,2.4,D
7,5,10.5,3.3,6.1,11.0,1.5,0.1,0.9,1.8,1.0,1.5,-9.0,-5.0,0.6,0.8,10.0,0.2,0.0,13.9,4.9,5.4,8.9,1.6,0.2,2.0,1.5,1.6,1.3,5.0,3.0,1.4,1.4,30.0,30.0,0.0,73,74,74,73.67,77,77,81,78.33,2.9,3.5,2.55,D
4,4,14.3,5.3,8.3,10.8,1.7,0.0,1.6,1.4,2.2,1.0,2.0,12.0,1.5,2.3,40.0,0.7,1.0,11.6,4.5,4.5,9.7,1.1,0.1,1.3,2.0,1.3,2.1,-7.0,-8.0,0.9,0.8,20.0,20.0,0.0,81,81,82,81.33,73,74,75,74.0,1.36,5.25,9.5,D
7,7,11.6,4.1,5.4,9.2,2.4,0.0,1.1,1.1,1.4,1.0,0.0,4.0,1.6,1.8,40.0,0.5,0.0,11.2,3.1,4.1,9.7,2.6,0.1,1.1,2.3,1.3,1.7,-12.0,-4.0,0.4,1.2,0.0,30.0,0.0,76,74,77,75.67,75,74,79,76.0,1.57,3.9,6.0,D
10,10,12.5,4.9,5.0,12.5,2.5,0.2,1.0,1.0,0.8,1.3,0.0,-5.0,1.2,0.7,30.0,0.1,1.0,8.1,2.7,4.1,11.5,1.5,0.0,1.0,1.8,0.5,1.9,-8.0,-14.0,0.9,0.3,20.0,0.0,0.0,75,77,76,76.0,74,76,74,74.67,2.1,3.4,3.9,D
10,10,14.7,5.7,6.1,12.4,1.6,0.0,2.2,1.0,2.3,0.9,12.0,14.0,2.5,2.8,80.0,0.9,5.0,11.7,3.7,3.9,11.0,2.1,0.3,1.3,1.9,0.9,1.4,-6.0,-5.0,0.8,0.8,20.0,20.0,0.0,81,80,82,81.0,72,74,75,73.67,1.18,8.0,19.0,D
7,7,14.0,4.7,4.9,10.2,2.2,0.1,1.2,1.6,1.3,1.1,-4.0,2.0,1.2,1.6,30.0,0.4,0.0,12.6,3.7,5.6,11.4,2.2,0.0,0.9,1.1,0.9,1.1,-2.0,-2.0,1.2,1.4,40.0,40.0,3.0,75,78,78,77.0,77,81,78,78.67,2.4,3.4,2.87,D
4,3,9.2,3.9,4.1,9.5,2.2,0.0,1.7,1.5,1.2,1.5,2.0,-3.0,1.5,1.4,40.0,0.4,1.0,14.6,5.2,5.6,9.0,1.4,0.0,1.3,2.1,0.8,1.6,-8.0,-8.0,1.0,0.9,20.0,20.0,1.0,77,78,79,78.0,75,74,76,75.0,2.0,3.6,4.0,D
7,7,9.5,2.6,4.4,10.2,2.1,0.2,0.7,2.6,0.9,2.3,-19.0,-14.0,0.0,0.8,0.0,0.2,0.0,10.0,4.1,3.6,11.4,1.3,0.0,1.2,1.5,0.7,2.2,-3.0,-15.0,0.9,0.1,20.0,0.0,1.0,71,74,74,73.0,73,77,78,76.0,5.75,4.2,1.65,D
3,10,11.1,4.1,5.3,8.2,0.7,0.1,1.4,1.1,1.6,0.5,3.0,11.0,1.8,2.3,50.0,0.7,0.0,13.2,4.7,5.5,10.2,0.8,0.1,1.3,1.0,0.8,0.9,3.0,-1.0,1.3,1.2,40.0,30.0,3.0,80,80,84,81.33,75,75,77,75.67,1.75,3.75,5.25,D
4,3,13.0,4.8,5.5,10.0,1.5,0.0,1.2,1.4,1.4,1.1,-2.0,3.0,1.1,1.5,30.0,0.4,1.0,16.3,5.1,6.3,9.9,1.9,0.0,1.2,1.2,2.4,1.8,0.0,6.0,1.5,2.1,50.0,70.0,1.0,75,77,73,75.0,80,82,80,80.67,3.6,3.6,1.95,D
7,7,9.8,3.5,5.1,10.8,0.7,0.1,1.3,0.9,1.3,0.9,4.0,4.0,1.7,1.8,50.0,0.5,2.0,11.0,4.6,6.3,10.5,1.8,0.1,1.0,1.8,1.0,2.0,-8.0,-10.0,0.9,0.7,20.0,10.0,1.0,79,79,77,78.33,75,77,77,76.33,2.89,3.29,2.62,D
7,8,12.6,4.5,5.5,8.8,2.4,0.1,1.4,0.6,1.4,0.4,8.0,10.0,2.4,2.4,70.0,0.7,2.0,14.6,5.3,4.8,10.7,1.3,0.2,1.3,0.9,0.8,0.8,4.0,0.0,1.9,1.7,60.0,50.0,1.0,81,82,81,81.33,78,79,76,77.67,2.1,3.5,3.8,D
10,10,12.5,4.1,5.0,12.8,3.5,0.0,1.0,2.8,1.2,2.1,-18.0,-9.0,0.7,1.1,20.0,0.3,2.0,15.2,6.6,7.6,10.2,1.5,0.0,1.6,1.6,1.2,2.3,0.0,-11.0,1.4,1.1,40.0,30.0,0.0,76,77,78,77.0,75,77,75,75.67,2.37,3.75,2.75,D
3,3,12.0,6.7,6.4,10.6,0.7,0.0,1.2,1.1,1.4,1.3,1.0,1.0,1.3,1.2,30.0,0.3,0.0,13.7,8.9,5.8,9.8,1.1,0.1,2.5,1.5,1.4,0.8,10.0,6.0,1.8,1.6,50.0,40.0,4.0,72,70,73,71.67,80,80,81,80.33,5.0,3.75,1.7,D
7,7,11.4,3.2,5.9,11.3,1.3,0.4,0.5,2.3,1.3,1.8,-18.0,-5.0,0.3,0.8,10.0,0.2,0.0,8.5,3.2,3.3,10.8,1.7,0.2,0.9,1.2,0.9,1.3,-3.0,-4.0,1.4,1.0,40.0,20.0,1.0,76,75,78,76.33,72,74,70,72.0,2.55,3.3,3.0,D
3,3,11.4,3.7,4.3,9.9,2.7,0.1,1.1,2.1,1.7,2.4,-10.0,-7.0,0.5,0.9,0.0,0.2,0.0,10.5,3.0,4.1,10.0,2.2,0.1,0.6,1.7,0.3,2.8,-11.0,-25.0,0.9,0.4,20.0,10.0,0.0,74,74,79,75.67,74,74,74,74.0,1.95,3.5,3.9,D
3,7,15.6,5.3,5.9,13.0,2.2,0.0,1.6,1.3,1.7,0.6,3.0,11.0,1.7,2.3,50.0,0.7,0.0,8.3,2.1,3.6,10.0,1.5,0.0,0.9,1.3,0.4,1.6,-4.0,-12.0,1.3,0.7,40.0,20.0,1.0,81,82,90,84.33,73,72,73,72.67,1.2,7.0,19.0,D
8,10,9.7,3.0,4.0,10.9,1.8,0.3,1.2,1.7,1.4,1.0,-5.0,4.0,0.9,1.8,20.0,0.5,0.0,11.4,3.9,3.7,11.8,2.0,0.0,0.8,1.7,0.9,2.8,-9.0,-19.0,0.9,0.5,20.0,10.0,0.0,76,81,79,78.67,76,76,79,77.0,1.72,3.89,5.25,D
10,6,12.9,4.0,3.4,13.2,2.6,0.1,1.4,1.7,0.9,1.3,-3.0,-4.0,0.7,0.8,20.0,0.2,0.0,12.5,4.0,6.0,10.8,1.9,0.1,0.7,1.5,0.7,1.6,-8.0,-9.0,0.7,0.7,10.0,10.0,0.0,72,73,72,72.33,72,74,76,74.0,2.38,3.4,3.25,D
8,8,14.5,6.2,5.4,9.6,1.5,0.0,2.4,0.7,2.7,0.6,17.0,21.0,2.7,2.7,90.0,0.9,8.0,12.7,4.5,6.2,9.1,2.4,0.1,1.4,0.7,1.9,1.1,7.0,8.0,2.4,2.0,70.0,60.0,4.0,80,81,79,80.0,81,82,81,81.33,2.4,3.3,3.3,D
5,4,12.1,3.3,5.3,12.9,2.3,0.1,0.6,1.3,0.9,0.8,-7.0,1.0,0.7,1.5,20.0,0.5,2.0,12.4,3.2,5.5,11.5,1.1,0.0,0.9,1.3,0.6,1.4,-4.0,-8.0,1.1,0.8,30.0,20.0,1.0,74,76,81,77.0,77,78,77,77.33,2.4,3.1,3.5,D
4,4,11.2,3.5,2.8,10.6,2.5,0.4,0.7,0.8,1.0,1.2,-1.0,-2.0,1.1,1.3,20.0,0.3,0.0,11.1,3.2,7.2,13.2,1.3,0.1,0.7,1.4,1.0,1.6,-7.0,-6.0,0.7,0.8,10.0,10.0,0.0,74,71,72,72.33,71,72,71,71.33,2.4,3.3,3.3,D
8,6,12.3,4.0,5.9,11.4,1.4,0.1,1.1,2.4,1.3,2.3,-13.0,-10.0,1.0,1.0,30.0,0.3,0.0,9.8,3.8,4.7,10.8,2.2,0.0,1.2,0.9,0.9,0.9,3.0,0.0,1.7,1.4,50.0,40.0,0.0,75,75,78,76.0,67,68,70,68.33,2.63,3.5,2.8,D
7,6,10.5,4.1,3.8,10.5,1.4,0.0,1.3,1.7,1.1,1.2,-4.0,-1.0,0.8,1.4,20.0,0.4,0.0,11.4,4.7,3.8,14.4,2.8,0.1,1.7,1.9,1.0,1.9,-2.0,-9.0,1.2,1.0,30.0,30.0,1.0,76,77,79,77.33,75,77,77,76.33,2.38,3.3,3.3,D
7,7,9.3,2.6,3.9,10.5,2.1,0.1,1.1,1.2,1.2,1.1,-1.0,1.0,1.1,1.3,30.0,0.4,1.0,12.2,4.1,5.2,8.5,1.4,0.1,1.0,1.3,1.0,1.6,-3.0,-6.0,1.2,1.2,30.0,30.0,0.0,74,75,76,75.0,72,71,76,73.0,2.38,3.25,3.0,D
3,8,11.0,4.7,5.5,12.1,1.8,0.0,1.7,1.7,1.5,1.6,0.0,-1.0,1.6,1.8,50.0,0.6,0.0,13.4,4.7,3.3,9.2,1.2,0.0,1.7,1.4,1.2,2.1,3.0,-9.0,1.8,0.9,50.0,20.0,1.0,76,78,79,77.67,74,75,74,74.33,2.0,3.6,4.0,D
7,7,7.3,2.6,2.9,12.2,1.8,0.0,1.2,1.0,1.6,1.5,2.0,1.0,1.5,1.6,40.0,0.5,0.0,12.6,3.7,5.9,12.1,1.6,0.0,0.8,1.1,0.5,1.5,-3.0,-10.0,0.8,0.3,10.0,0.0,1.0,75,80,80,78.33,77,77,78,77.33,2.14,3.2,4.0,D
3,8,14.4,3.4,6.7,9.0,1.2,0.0,1.3,1.7,2.0,1.2,-4.0,8.0,0.8,1.5,20.0,0.4,0.0,11.7,4.4,6.0,11.2,1.4,0.0,0.7,1.2,0.4,1.5,-5.0,-11.0,1.3,0.6,40.0,20.0,0.0,73,73,74,73.33,67,68,70,68.33,1.85,3.5,5.0,D
10,10,14.9,5.4,5.3,10.4,1.7,0.0,1.8,1.3,1.4,0.9,5.0,5.0,1.9,2.0,50.0,0.6,1.0,11.7,3.7,5.0,8.8,1.2,0.0,1.2,1.3,1.4,2.0,-1.0,-6.0,1.4,0.9,40.0,20.0,1.0,81,83,82,82.0,78,81,80,79.67,1.5,4.5,6.0,D
7,6,9.4,2.7,4.5,10.9,1.3,0.3,0.8,1.6,1.2,1.8,-8.0,-6.0,0.8,0.8,20.0,0.2,0.0,13.7,4.2,4.6,9.1,1.0,0.0,1.1,2.3,0.9,2.4,-12.0,-15.0,1.1,0.9,30.0,30.0,0.0,74,73,75,74.0,73,73,72,72.67,2.05,3.5,4.0,D
7,4,10.9,3.5,5.0,9.5,1.2,0.1,1.4,1.6,1.7,1.7,-2.0,0.0,1.2,1.6,30.0,0.5,1.0,18.4,6.1,8.3,12.2,1.6,0.0,1.5,1.1,1.8,1.2,4.0,6.0,1.8,1.6,50.0,40.0,0.0,72,74,76,74.0,81,80,84,81.67,4.2,3.6,1.95,D
10,10,19.1,7.7,6.3,11.8,1.5,0.0,1.8,0.6,1.2,0.6,12.0,6.0,2.2,1.8,60.0,0.4,1.0,10.6,3.7,4.3,10.2,1.3,0.0,1.4,1.5,0.9,1.7,-1.0,-8.0,1.7,0.9,50.0,20.0,1.0,82,84,86,84.0,74,76,81,77.0,1.36,5.0,11.0,D
7,7,9.2,2.3,4.3,10.0,1.3,0.0,0.7,1.1,1.0,1.4,-4.0,-4.0,0.7,1.2,20.0,0.4,0.0,10.4,3.2,5.4,9.2,1.9,0.1,1.1,1.1,0.8,1.5,0.0,-7.0,1.3,1.1,40.0,30.0,2.0,75,76,75,75.33,75,74,76,75.0,2.79,3.25,2.79,D
10,10,14.5,4.9,4.7,12.3,1.0,0.2,1.6,2.0,1.2,1.2,-4.0,0.0,0.9,1.6,30.0,0.5,0.0,11.6,4.8,4.6,9.9,1.4,0.2,1.6,2.3,1.3,2.3,-7.0,-10.0,0.9,0.7,20.0,20.0,2.0,79,76,78,77.67,73,74,75,74.0,1.65,4.0,6.0,D
3,4,11.0,3.9,4.5,9.3,1.4,0.0,1.3,1.2,1.7,1.1,1.0,6.0,1.3,1.8,40.0,0.6,1.0,13.6,4.0,5.4,11.3,2.1,0.2,1.0,2.0,1.2,1.9,-10.0,-7.0,0.7,1.0,20.0,30.0,0.0,76,77,75,76.0,77,78,78,77.67,2.5,3.25,2.87,D
3,4,9.3,3.7,3.4,10.3,1.0,0.2,1.3,1.3,1.3,1.0,0.0,3.0,1.4,1.8,30.0,0.5,0.0,7.8,1.9,3.9,8.1,1.6,0.1,0.4,1.5,0.5,1.9,-11.0,-14.0,0.7,0.6,10.0,10.0,0.0,79,80,77,78.67,74,73,75,74.0,1.53,4.2,7.5,D
3,3,7.3,2.5,3.2,11.3,2.4,0.0,0.7,1.8,0.6,1.4,-11.0,-8.0,0.4,0.6,0.0,0.1,0.0,13.3,4.5,5.6,10.9,1.8,0.0,0.8,1.4,0.9,1.7,-6.0,-8.0,1.1,0.6,30.0,10.0,0.0,76,77,78,77.0,75,74,74,74.33,2.37,3.1,3.5,D
9,9,13.3,5.7,5.4,9.5,1.1,0.1,2.0,1.0,2.1,0.8,10.0,13.0,2.0,2.3,60.0,0.7,0.0,17.0,6.1,5.4,11.4,1.6,0.0,2.5,1.5,1.6,1.2,10.0,4.0,2.2,1.7,70.0,50.0,1.0,80,79,80,79.67,81,80,82,81.0,2.38,3.4,3.25,D
7,7,10.9,3.5,5.0,12.8,2.1,0.0,0.7,1.1,0.5,1.0,-4.0,-5.0,0.9,0.9,20.0,0.2,0.0,13.5,4.9,6.6,13.6,1.1,0.0,1.1,0.4,0.8,0.8,7.0,0.0,1.9,1.3,50.0,30.0,1.0,75,74,74,74.33,71,73,78,74.0,3.3,3.3,2.4,D
8,8,11.5,4.5,5.3,11.9,2.0,0.1,1.5,1.9,1.7,1.4,-4.0,3.0,1.1,1.8,30.0,0.5,1.0,10.9,2.8,4.7,11.4,1.8,0.0,1.3,1.2,0.9,1.4,1.0,-5.0,1.7,1.1,50.0,30.0,2.0,76,75,78,76.33,73,73,76,74.0,2.3,3.4,3.4,D
3,4,16.5,5.7,6.9,9.4,0.9,0.0,2.2,0.9,1.7,0.3,13.0,14.0,1.9,2.0,50.0,0.5,0.0,8.3,2.9,2.7,11.9,2.6,0.0,0.8,1.6,0.6,1.5,-8.0,-9.0,0.5,0.5,0.0,10.0,0.0,78,82,83,81.0,77,77,78,77.33,1.22,7.0,15.0,D
7,7,13.8,4.7,5.6,11.6,1.1,0.0,2.3,0.9,1.9,0.9,14.0,10.0,2.5,1.9,80.0,0.6,3.0,12.5,4.0,5.1,10.2,2.3,0.1,1.0,1.1,1.3,1.4,-1.0,-1.0,1.2,1.4,30.0,40.0,0.0,68,72,71,70.33,77,77,78,77.33,2.63,3.6,2.75,D
5,4,16.0,6.1,5.3,12.7,2.3,0.0,1.8,0.7,1.6,0.8,11.0,8.0,2.4,1.9,70.0,0.5,6.0,17.0,6.2,6.8,10.8,1.3,0.0,2.4,1.0,1.8,1.3,14.0,5.0,2.1,1.8,60.0,50.0,0.0,82,83,85,83.33,81,80,83,81.33,2.15,3.4,3.75,D
3,4,9.9,3.5,3.7,12.7,1.5,0.1,1.3,0.7,1.8,0.9,6.0,9.0,1.8,2.0,50.0,0.6,1.0,11.2,3.8,4.6,13.0,1.7,0.2,0.9,1.1,0.9,1.6,-2.0,-7.0,1.0,0.8,20.0,20.0,0.0,82,82,89,84.33,74,75,75,74.67,1.36,5.0,8.5,D
8,3,12.9,4.2,4.1,9.1,1.1,0.0,1.1,2.2,1.5,1.0,-11.0,5.0,1.3,1.7,40.0,0.5,1.0,13.2,4.6,7.0,8.5,1.6,0.1,1.4,1.3,1.0,1.4,1.0,-4.0,1.2,1.2,30.0,40.0,0.0,73,73,72,72.67,73,73,74,73.33,2.88,3.3,2.7,D
3,7,11.0,2.5,4.8,11.8,2.3,0.0,0.7,2.6,1.0,2.2,-19.0,-12.0,0.5,1.1,10.0,0.3,0.0,12.1,3.1,5.6,12.8,1.7,0.0,0.9,1.3,0.7,1.0,-4.0,-3.0,1.0,1.0,20.0,20.0,1.0,76,78,76,76.67,73,73,76,74.0,2.38,3.3,3.3,D
3,3,9.8,2.7,3.5,12.8,2.1,0.2,1.2,1.9,1.1,0.8,-7.0,3.0,1.3,1.6,30.0,0.4,0.0,16.1,6.1,6.8,10.7,1.6,0.1,1.7,0.8,1.3,1.1,9.0,2.0,1.9,1.6,50.0,40.0,1.0,75,74,74,74.33,77,76,74,75.67,4.0,3.3,2.1,D
8,4,14.6,5.7,6.2,10.0,1.4,0.2,1.8,1.2,1.6,0.7,6.0,9.0,1.5,2.0,40.0,0.6,0.0,13.7,4.4,7.0,12.6,1.4,0.0,1.1,1.5,1.2,1.6,-4.0,-4.0,0.7,1.1,10.0,20.0,0.0,80,80,80,80.0,76,76,78,76.67,1.33,5.75,9.5,D
4,3,9.4,3.1,3.5,13.5,1.7,0.1,0.5,1.6,0.8,1.2,-11.0,-4.0,0.6,1.0,10.0,0.2,1.0,16.4,5.1,7.7,9.9,1.5,0.0,1.6,0.7,1.9,1.3,9.0,6.0,1.9,1.6,50.0,50.0,0.0,74,74,78,75.33,81,85,83,83.0,13.0,5.25,1.25,D
10,10,12.1,3.9,5.0,9.7,1.3,0.0,0.9,1.8,1.7,1.5,-9.0,2.0,1.1,1.7,30.0,0.5,0.0,13.7,4.7,5.4,9.7,1.3,0.0,1.7,1.7,1.1,1.5,0.0,-4.0,1.6,1.1,40.0,20.0,1.0,76,77,78,77.0,76,75,77,76.0,2.29,3.29,3.1,D
7,7,11.6,3.6,4.6,11.1,1.4,0.1,1.5,1.8,1.4,1.8,-3.0,-4.0,1.2,1.3,30.0,0.4,1.0,10.8,3.3,3.4,9.9,1.9,0.1,1.1,1.8,0.9,2.2,-7.0,-13.0,1.2,0.7,40.0,20.0,3.0,77,78,77,77.33,76,75,76,75.67,1.65,4.0,5.75,D
4,7,18.0,5.9,7.7,12.9,2.0,0.0,1.4,0.9,1.7,0.7,5.0,10.0,1.9,2.1,50.0,0.6,0.0,12.4,3.4,5.1,11.5,1.1,0.0,1.2,1.6,1.0,1.7,-4.0,-7.0,1.2,1.1,30.0,30.0,1.0,81,80,84,81.67,77,78,80,78.33,1.62,4.2,6.0,D
6,8,11.6,6.3,3.9,9.1,1.4,0.0,1.1,1.5,0.8,1.3,-4.0,-5.0,1.0,1.0,20.0,0.2,0.0,12.6,7.4,6.3,10.9,1.3,0.0,1.4,2.1,1.3,1.7,-7.0,-4.0,1.2,1.1,30.0,30.0,2.0,74,74,79,75.67,74,70,72,72.0,2.38,3.4,3.25,D
5,7,9.7,4.7,4.2,11.5,2.1,0.3,0.5,2.2,1.3,1.9,-17.0,-6.0,0.8,1.5,20.0,0.5,0.0,12.1,5.8,3.8,10.7,1.7,0.0,1.5,1.0,0.6,2.0,5.0,-14.0,1.6,0.5,40.0,10.0,2.0,76,77,82,78.33,71,73,75,73.0,2.3,3.4,3.4,D
7,7,9.6,2.6,4.2,10.7,1.6,0.0,0.5,1.9,0.9,1.0,-14.0,-1.0,0.5,1.2,10.0,0.3,0.0,11.6,4.9,4.8,11.0,1.6,0.2,1.9,1.7,0.9,1.5,2.0,-6.0,1.6,1.5,50.0,50.0,0.0,77,76,76,76.33,79,79,80,79.33,4.0,3.5,1.9,D
3,3,10.7,3.7,3.8,12.9,1.9,0.2,0.6,1.0,0.7,1.4,-4.0,-7.0,0.7,0.6,0.0,0.1,0.0,11.9,4.3,4.4,9.4,0.6,0.0,1.4,1.3,1.7,1.2,1.0,5.0,1.8,2.0,50.0,60.0,1.0,74,75,75,74.67,77,78,79,78.0,3.6,3.5,2.05,D
3,4,15.7,9.8,6.8,8.6,0.9,0.0,1.8,0.8,2.3,0.6,10.0,17.0,2.2,2.3,70.0,0.7,2.0,13.9,8.1,5.7,10.0,1.6,0.0,1.9,1.4,1.8,1.2,5.0,6.0,2.0,1.8,60.0,50.0,1.0,81,81,81,81.0,79,80,81,80.0,1.95,3.75,4.0,D
4,8,11.4,2.8,5.2,9.4,1.8,0.0,1.0,1.1,1.6,1.0,-1.0,6.0,1.5,2.0,40.0,0.6,0.0,14.0,4.6,4.3,11.7,1.9,0.1,1.1,1.6,1.7,1.1,-5.0,6.0,1.1,1.9,30.0,60.0,1.0,76,80,75,77.0,80,83,83,82.0,3.3,3.3,2.25,D
7,5,9.4,3.9,3.2,12.5,1.6,0.2,1.7,1.0,1.6,0.7,7.0,9.0,1.9,1.6,60.0,0.5,0.0,14.3,3.5,5.4,10.0,1.8,0.3,1.0,1.9,0.5,2.0,-9.0,-15.0,0.6,0.4,10.0,10.0,0.0,75,74,79,76.0,76,75,78,76.33,1.91,3.7,4.33,D
10,10,9.0,2.4,4.0,10.2,1.0,0.1,0.7,1.6,0.5,1.9,-9.0,-14.0,0.7,0.6,10.0,0.1,0.0,10.0,3.4,3.8,9.0,1.7,0.0,1.3,1.5,1.4,1.7,-2.0,-3.0,1.1,1.0,30.0,20.0,0.0,76,77,76,76.33,77,75,77,76.33,2.15,3.3,3.5,D
7,6,13.8,4.3,6.2,9.6,1.2,0.4,2.0,1.5,1.4,1.3,5.0,1.0,1.7,1.4,50.0,0.4,0.0,12.2,4.3,5.5,9.7,1.8,0.2,1.7,1.3,1.4,1.2,4.0,2.0,1.5,1.5,40.0,40.0,1.0,75,77,76,76.0,77,77,80,78.0,2.6,3.5,2.8,D
5,3,13.4,4.9,5.3,12.3,2.0,0.0,1.7,1.0,2.7,1.5,7.0,12.0,2.0,1.9,60.0,0.6,0.0,11.0,3.2,5.4,12.4,1.6,0.0,0.5,1.8,0.9,1.2,-13.0,-3.0,0.4,1.1,10.0,20.0,0.0,82,82,83,82.33,74,75,74,74.33,1.28,6.0,9.0,D
6,6,12.4,3.6,4.7,9.6,1.2,0.0,1.7,1.5,1.0,1.2,2.0,-2.0,1.6,1.1,50.0,0.3,1.0,11.7,4.7,5.0,11.6,0.9,0.1,1.4,0.8,1.5,1.3,6.0,2.0,1.6,1.2,50.0,40.0,1.0,76,77,79,77.33,79,80,76,78.33,2.62,3.5,2.8,D
7,7,14.6,5.3,3.1,12.2,1.3,0.1,1.5,1.3,1.1,1.7,2.0,-6.0,1.9,1.4,60.0,0.4,1.0,14.2,4.7,6.3,12.1,1.9,0.0,1.6,1.2,0.6,1.0,4.0,-4.0,1.5,1.0,40.0,20.0,0.0,77,77,81,78.33,71,73,78,74.0,2.4,3.4,3.2,D
3,3,8.7,3.7,3.6,10.4,1.9,0.0,1.4,1.8,1.3,2.1,-4.0,-8.0,1.4,1.1,40.0,0.3,0.0,11.6,4.1,3.8,11.5,1.6,0.1,0.9,1.2,0.9,1.8,-3.0,-9.0,0.9,0.7,20.0,20.0,0.0,75,76,79,76.67,74,75,75,74.67,2.5,3.25,2.9,D
2,2,12.5,4.4,5.3,9.4,2.1,0.0,0.9,1.7,1.8,2.4,-8.0,-6.0,0.5,1.0,10.0,0.3,0.0,10.8,4.5,3.8,9.9,2.3,0.2,1.9,1.4,1.3,1.8,5.0,-5.0,1.7,0.9,50.0,20.0,1.0,72,73,76,73.67,83,82,89,84.67,5.0,4.0,1.66,D
5,3,9.9,2.9,4.5,10.3,1.9,0.1,1.2,2.3,1.0,2.0,-11.0,-10.0,0.7,0.8,20.0,0.2,0.0,11.7,3.7,5.7,12.3,1.6,0.0,1.6,1.3,1.4,1.6,3.0,-2.0,1.7,1.2,50.0,30.0,1.0,76,76,78,76.67,82,82,85,83.0,5.25,3.8,1.66,D
10,10,15.0,5.0,7.1,9.7,2.4,0.0,1.7,0.9,1.9,0.9,8.0,10.0,1.9,2.0,50.0,0.5,0.0,9.6,3.2,4.5,9.5,1.4,0.1,1.3,1.9,1.5,1.5,-6.0,0.0,0.9,1.1,20.0,30.0,1.0,80,81,79,80.0,71,71,72,71.33,1.4,5.0,9.0,D
7,6,9.7,3.3,4.2,9.3,1.4,0.0,1.3,2.0,1.1,0.9,-7.0,2.0,0.8,1.1,20.0,0.3,0.0,12.3,3.9,6.3,12.5,1.9,0.0,1.2,1.2,1.2,1.3,0.0,-1.0,1.2,1.3,30.0,30.0,0.0,74,73,77,74.67,78,80,83,80.33,5.25,3.75,1.75,ND
4,3,17.4,6.0,7.8,9.8,2.5,0.0,1.6,1.1,1.9,1.0,5.0,9.0,1.5,1.9,40.0,0.5,1.0,14.3,5.3,6.4,11.8,1.3,0.0,2.0,0.6,1.1,1.2,14.0,-1.0,2.2,1.4,70.0,40.0,0.0,80,81,79,80.0,73,76,76,75.0,1.8,3.75,5.0,ND
